ID,Date,LicenseNo,FacilityID,FacilityName,Type,Street,City,State,LocationID,Reason,SectionViolations,RiskLevel,Geo_Loc,Inspection_Results
1.23438E+13,14-08-2011,297,5222,4975,RESTAURANT,5276,id-11235901,id_1890134,81861,CANVASS RE-INSPECTION,32,High,locid5336,4
2.67741E+13,24-02-2014,13414,16090,15341,SCHOOL,12038,id-11235901,id_1890134,81885,CANVASS RE-INSPECTION,32,High,locid14582,4
1.84718E+13,25-02-2018,32220,12676,7018,RESTAURANT,16167,id-11235901,id_1890134,81876,LICENSE,3,Medium,locid16176,5
3.20682E+13,08-10-2009,7727,9936,9422,CHILDREN'S SERVICES FACILITY,9787,id-11235901,id_1890134,81897,CANVASS,,High,locid1572,4
1.38099E+13,07-11-2013,36169,26965,25739,RESTAURANT,5259,id-11235901,id_1890134,81851,CANVASS,34,High,locid7414,4
3.02507E+13,11-03-2014,9421,12351,11741,RESTAURANT,970,id-11235901,id_1890134,81852,CANVASS RE-INSPECTION,34,High,locid6299,4
4.44672E+13,13-11-2012,18563,16432,15671,,13530,id-11235901,id_1890134,81884,CANVASS,,Low,locid11075,6
4.7141E+13,16-09-2009,7609,14850,14135,RESTAURANT,319,id-11235901,id_1890134,81860,CANVASS,2,High,locid3843,1
4.78329E+13,28-07-2010,14753,12529,11908,RESTAURANT,4549,id-11235901,id_1890134,81892,LICENSE-TASK FORCE,,High,locid10754,1
1.44424E+13,24-09-2012,20979,7282,6924,GROCERY STORE,4656,id-11235901,id_1890134,81863,LICENSE RE-INSPECTION,32,Medium,locid12530,4
3.57522E+13,28-12-2016,16665,9685,9635,RESTAURANT,17155,id-11235901,id_1890134,81852,CANVASS,16,High,locid7501,1
4.01381E+13,31-10-2013,36435,10365,9836,RESTAURANT,7757,id-11235901,id_1890134,81879,CANVASS,32,High,locid12179,4
1.9743E+13,16-08-2012,36601,16364,15604,GROCERY STORE,1255,id-11235901,id_1890134,81873,CANVASS,33,Low,locid94,4
2.68015E+13,24-05-2010,2505,22319,81,RESTAURANT,2076,id-11235901,id_1890134,81850,CANVASS,,Medium,locid5994,4
3.0474E+13,03-10-2012,19877,18041,17240,RESTAURANT,9185,id-11235901,id_1890134,81902,LICENSE,,High,locid13072,1
2.22145E+13,06-01-2011,6399,16822,16059,RESTAURANT,15584,id-11235901,id_1890134,81876,CANVASS,32,High,locid16421,4
1.95694E+13,04-01-2017,20792,15237,14525,RESTAURANT,6256,id-11235901,id_1890134,81856,CANVASS,32,High,locid8551,4
4.18596E+13,13-03-2013,20087,21903,20937,DAYCARE ABOVE AND UNDER 2 YEARS,15955,id-11235901,id_1890134,81898,LICENSE,18,High,locid4198,1
2.39441E+13,04-08-2015,1460,14744,14031,RESTAURANT,7883,id-11235901,id_1890134,81863,CANVASS,32,Medium,locid13147,4
1.42697E+13,27-09-2009,34353,14883,14168,LIQUOR,6288,id-11235901,id_1890134,81870,CANVASS RE-INSPECTION,34,Low,locid14844,4
1.31232E+13,08-09-2015,35895,9967,9451,RESTAURANT,7341,id-11235901,id_1890134,81902,COMPLAINT,2,High,locid12113,1
1.32688E+13,26-05-2016,10035,22897,21868,RESTAURANT,6747,id-11235901,id_1890134,81877,CANVASS,35,High,locid3429,4
4.65506E+13,28-04-2009,11702,8010,7610,RESTAURANT,11313,id-11235901,id_1890134,81877,LICENSE RE-INSPECTION,,High,locid3747,4
2.85715E+13,29-04-2018,36162,10730,10178,RESTAURANT,15342,id-11235901,id_1890134,81883,CANVASS,3,High,locid3326,5
4.65154E+13,07-08-2012,6481,26286,25103,GROCERY STORE,10413,id-11235901,id_1890134,81886,CANVASS RE-INSPECTION,32,Low,locid13614,4
3.73245E+13,20-12-2011,15637,14450,13765,RESTAURANT,2195,id-11235901,id_1890134,81858,CANVASS,30,High,locid14172,4
2.87524E+13,10-11-2010,15530,21902,20936,DAYCARE ABOVE AND UNDER 2 YEARS,9437,id-11235901,id_1890134,81854,LICENSE,2,High,locid4610,1
3.86759E+13,12-07-2010,3646,8304,5826,RESTAURANT,5213,id-11235901,id_1890134,81851,CANVASS,33,High,locid7066,4
4.06323E+13,17-06-2009,1005,14769,14054,DAYCARE (2 - 6 YEARS),10087,id-11235901,id_1890134,81869,LICENSE,34,High,locid6472,4
2.38054E+13,06-07-2015,24835,2345,2177,RESTAURANT,8722,id-11235901,id_1890134,81902,LICENSE RE-INSPECTION,32,High,locid12848,4
1.25469E+13,07-02-2010,31028,16857,16090,SCHOOL,11137,id-11235901,id_1890134,81857,CANVASS,32,High,locid8055,4
4.95814E+13,18-01-2012,18351,15081,14368,SCHOOL,7028,id-11235901,id_1890134,81902,CANVASS,21,High,locid12010,5
2.95848E+13,28-03-2010,36143,13987,13302,RESTAURANT,16139,id-11235901,id_1890134,81899,TAG REMOVAL,31,High,locid8236,5
2.46389E+13,10-09-2011,742,7347,7012,RESTAURANT,13824,id-11235901,id_1890134,81883,CANVASS,24,Medium,locid3235,1
2.21971E+13,30-04-2014,1822,20265,19374,RESTAURANT,14375,id-11235901,id_1890134,81884,CANVASS RE-INSPECTION,30,High,locid10776,4
1.87491E+13,27-06-2018,26515,14340,13656,RESTAURANT,11335,id-11235901,id_1890134,81868,CANVASS,3,Medium,locid4989,5
3.95285E+13,01-11-2015,23864,442,326,GROCERY STORE,12622,id-11235901,id_1890134,81887,CANVASS,33,Medium,locid8276,4
3.09215E+13,30-11-2014,3793,10278,9750,RESTAURANT,15817,id-11235901,id_1890134,81856,CANVASS,3,High,locid8358,5
1.39658E+13,28-09-2011,35653,1992,1807,RESTAURANT,13066,id-11235901,id_1890134,81901,CANVASS RE-INSPECTION,24,High,locid15306,1
4.56244E+13,19-07-2016,23207,21438,20483,RESTAURANT,15544,id-11235901,id_1890134,81894,COMPLAINT,33,High,locid2552,4
2.09598E+13,05-12-2010,5338,16974,16200,RESTAURANT,566,id-11235901,id_1890134,81855,COMPLAINT,18,High,locid9549,1
4.75409E+13,12-09-2015,12842,25307,16384,COMMISSARY FOR SOFT SERVE ICE CREAM TRUCKS,17310,id-11235901,id_1890134,81862,CANVASS,,Medium,locid1267,6
1.41723E+13,27-03-2012,19766,20944,20024,GROCERY STORE,3030,id-11235901,id_1890134,81871,LICENSE,32,Medium,locid16765,4
4.57344E+13,22-09-2014,24984,3437,3226,CHILDREN'S SERVICES FACILITY,9242,id-11235901,id_1890134,81879,LICENSE,8,High,locid12990,1
4.83583E+13,07-06-2016,28597,19526,18652,RESTAURANT,10035,id-11235901,id_1890134,81892,LICENSE RE-INSPECTION,,High,locid11132,4
2.87212E+13,15-01-2015,24101,15125,14410,RESTAURANT,9879,id-11235901,id_1890134,81868,CANVASS,35,High,locid5026,4
1.14167E+13,14-03-2012,23096,16004,15268,SCHOOL,3614,id-11235901,id_1890134,81892,CANVASS,33,High,locid10354,4
4.36643E+13,04-04-2017,22403,12612,11979,SCHOOL,9805,id-11235901,id_1890134,81868,CANVASS RE-INSPECTION,32,High,locid4795,4
3.50625E+13,16-02-2015,19046,13151,12486,CHILDREN'S SERVICES FACILITY,6318,id-11235901,id_1890134,81863,CANVASS,38,High,locid13179,4
2.2206E+13,30-10-2011,5213,6214,5955,GROCERY STORE,2887,id-11235901,id_1890134,81881,CANVASS,33,Low,locid3166,4
1.23185E+13,29-08-2016,17901,331,304,CONVENIENCE STORE,16784,id-11235901,id_1890134,81850,CANVASS,34,Medium,locid6402,4
4.18302E+13,02-12-2015,1067,26078,24914,GROCERY STORE,14327,id-11235901,id_1890134,81884,CANVASS,,Medium,locid9885,6
1.93814E+13,05-01-2011,2796,4352,4143,GROCERY STORE,6403,id-11235901,id_1890134,81892,CANVASS,31,Medium,locid10545,4
4.42223E+13,28-09-2010,4928,14541,20436,RESTAURANT,8581,id-11235901,id_1890134,81861,CANVASS,2,High,locid4664,5
1.64043E+13,16-05-2013,12657,5851,3752,RESTAURANT,13202,id-11235901,id_1890134,81877,CANVASS,18,Medium,locid3589,1
4.37302E+13,12-01-2009,34999,18277,17463,DAYCARE (UNDER 2 YEARS),2259,id-11235901,id_1890134,81868,CANVASS,18,High,locid5970,1
3.29125E+13,23-08-2010,5476,6160,5897,DAYCARE ABOVE AND UNDER 2 YEARS,12171,id-11235901,id_1890134,81860,CANVASS,31,High,locid4018,4
2.36768E+13,31-07-2018,31516,11099,10531,RESTAURANT,10836,id-11235901,id_1890134,81855,CANVASS RE-INSPECTION,,High,locid10194,4
1.24036E+13,16-11-2010,5905,25879,24716,RESTAURANT,5112,id-11235901,id_1890134,81904,COMPLAINT,8,High,locid16264,5
3.32353E+13,01-05-2011,4292,19908,19022,,7662,id-11235901,id_1890134,81902,CANVASS,,Low,locid12237,6
3.78449E+13,05-09-2017,5374,8916,8450,RESTAURANT,11367,id-11235901,id_1890134,81885,CANVASS,3,High,locid14204,5
4.27352E+13,13-03-2014,19296,1959,1778,RESTAURANT,12022,id-11235901,id_1890134,81885,CANVASS,9,High,locid14612,5
3.77782E+13,29-10-2014,8492,6878,6582,RESTAURANT,6091,id-11235901,id_1890134,81867,CANVASS,,Medium,locid9411,6
1.38386E+13,08-06-2010,14758,23635,22546,RESTAURANT,15942,id-11235901,id_1890134,81879,LICENSE RE-INSPECTION,,High,locid12242,4
3.42133E+13,03-10-2012,1850,9378,8900,RESTAURANT,6959,id-11235901,id_1890134,81863,COMPLAINT RE-INSPECTION,34,High,locid11876,4
4.31795E+13,22-04-2014,24223,12466,11845,RESTAURANT,1129,id-11235901,id_1890134,81854,LICENSE,,High,locid3828,2
1.40025E+13,19-10-2014,15851,18992,8288,RESTAURANT,5191,id-11235901,id_1890134,81867,CANVASS,32,Medium,locid8834,4
4.60484E+13,27-08-2012,35517,17384,16602,RESTAURANT,4529,id-11235901,id_1890134,81894,COMPLAINT RE-INSPECTION,,High,locid2313,4
1.39754E+13,28-10-2014,21314,18889,18059,RESTAURANT,1672,id-11235901,id_1890134,81864,COMPLAINT,33,High,locid1685,4
3.51159E+13,06-09-2010,9763,25366,24221,,6160,id-11235901,id_1890134,81870,CANVASS,,Low,locid14776,6
2.61934E+13,28-10-2013,33776,18686,17861,SCHOOL,15751,id-11235901,id_1890134,81894,CANVASS RE-INSPECTION,32,High,locid2399,4
1.91561E+13,01-08-2017,3950,23709,7503,RESTAURANT,7741,id-11235901,id_1890134,81868,COMPLAINT RE-INSPECTION,3,High,locid5084,1
1.04121E+13,04-05-2016,22137,2266,2089,RESTAURANT,7938,id-11235901,id_1890134,81890,CANVASS,,High,locid16646,6
1.17314E+13,06-02-2017,31743,14443,13757,SCHOOL,15248,id-11235901,id_1890134,81874,CANVASS,27,High,locid2605,5
1.94989E+13,08-05-2014,18374,17452,16668,RESTAURANT,4761,id-11235901,id_1890134,81906,CANVASS RE-INSPECTION,31,High,locid7813,4
1.89793E+13,19-05-2015,26277,8759,8303,RESTAURANT,3423,id-11235901,id_1890134,81852,LICENSE,34,High,locid7702,4
1.22808E+13,13-03-2013,21660,10814,10244,RESTAURANT,17128,id-11235901,id_1890134,81856,LICENSE,32,High,locid9043,4
1.23317E+13,13-10-2014,24116,21582,20621,GROCERY STORE,10735,id-11235901,id_1890134,81873,LICENSE,34,Low,locid624,4
1.32762E+13,09-01-2012,15431,17664,16874,SHARED KITCHEN USER (LONG TERM),4682,id-11275913,id_1890134,81398,LICENSE,,High,locid16811,4
4.62533E+13,30-08-2015,26719,13169,12505,RESTAURANT,12789,id-11235901,id_1890134,81860,CANVASS,33,High,locid3840,4
1.62387E+13,02-11-2016,29346,108,97,GAS STATION,14969,id-11235901,id_1890134,81891,CANVASS,,Medium,locid16040,6
1.13895E+13,04-09-2013,21997,20184,19297,RESTAURANT,2338,id-11235901,id_1890134,81859,LICENSE,,Medium,locid10830,4
1.56745E+13,16-11-2009,19771,19130,18283,GOLDEN DINER,4264,id-11235901,id_1890134,81853,LICENSE RE-INSPECTION,,High,locid5677,4
2.3587E+13,15-10-2012,1045,21767,20799,RESTAURANT,17578,id-11235901,id_1890134,81902,CANVASS,3,High,locid12586,5
2.21826E+13,24-06-2015,25396,8024,7625,BAKERY,7683,id-11235901,id_1890134,81863,CANVASS,36,Medium,locid14077,4
1.69209E+13,12-11-2014,21560,16047,15284,RESTAURANT,9418,id-11235901,id_1890134,81873,COMPLAINT RE-INSPECTION,32,Medium,locid858,4
1.74904E+13,19-04-2018,27425,6911,6611,RESTAURANT,7908,id-11235901,id_1890134,81853,CANVASS,,High,locid4794,3
3.81117E+13,05-03-2018,8291,19031,18194,RESTAURANT,12413,id-11235901,id_1890134,81885,CANVASS,3,High,locid15047,1
4.17605E+13,25-10-2010,12668,8251,7842,SCHOOL,12927,id-11235901,id_1890134,81867,CANVASS,34,High,locid8298,4
2.77996E+13,10-02-2010,1422,68,54,RESTAURANT,10855,id-11235901,id_1890134,81856,COMPLAINT,9,High,locid8812,1
1.70311E+13,19-02-2009,36915,7661,7282,RESTAURANT,16111,id-11235901,id_1890134,81952,CANVASS,8,High,locid11032,5
2.64424E+13,25-03-2012,6729,10610,10075,RESTAURANT,4879,id-11235901,id_1890134,81848,CANVASS,33,Medium,locid7139,4
3.42806E+13,16-11-2017,36212,17698,17830,RESTAURANT,16754,id-11235901,id_1890134,81856,COMPLAINT,9,High,locid8984,5
2.60656E+13,20-05-2009,33581,1570,1417,SCHOOL,7511,id-11235901,id_1890134,81900,CANVASS,35,High,locid417,4
4.61059E+13,04-04-2018,8533,18773,17946,SCHOOL,11033,id-11235901,id_1890134,81863,CANVASS,10,High,locid13935,1
3.3698E+13,22-05-2017,8481,13737,13066,RESTAURANT,8963,id-11235901,id_1890134,81870,CANVASS RE-INSPECTION,,High,locid14682,4
1.16369E+13,27-10-2009,34283,2896,2711,RESTAURANT,17366,id-11235901,id_1890134,81862,COMPLAINT,29,High,locid1176,1
2.24874E+13,16-12-2014,854,8546,8109,GROCERY STORE,17122,id-11235901,id_1890134,81864,CANVASS RE-INSPECTION,33,Low,locid1357,4
3.75833E+13,27-07-2010,7255,20626,25721,WRIGLEY ROOFTOP,450,id-11235901,id_1890134,81858,CONSULTATION,,Medium,locid13307,6
3.28558E+13,05-09-2011,900,6897,6598,RESTAURANT,1176,id-11235901,id_1890134,81896,COMPLAINT,33,Medium,locid9368,4
4.13343E+13,27-03-2014,24222,5085,4847,RESTAURANT,7935,id-11235901,id_1890134,81878,LICENSE,12,Medium,locid32,1
3.26713E+13,16-03-2015,12202,2222,1911,RESTAURANT,12562,id-11235901,id_1890134,81885,RECENT INSPECTION,30,High,locid15088,5
1.07393E+13,03-10-2016,19958,13683,13016,DAYCARE ABOVE AND UNDER 2 YEARS,7431,id-11235901,id_1890134,81892,LICENSE,18,High,locid11803,1
4.87614E+13,07-12-2009,13677,3426,3217,DAYCARE COMBO 1586,8321,id-11235901,id_1890134,81856,LICENSE-TASK FORCE,,High,locid8311,4
1.5533E+13,01-03-2018,9757,19987,19097,RESTAURANT,3821,id-11235901,id_1890134,81859,CANVASS,10,High,locid10495,5
4.69088E+13,24-06-2012,1219,20465,19572,GROCERY STORE,13798,id-11235901,id_1890134,81896,CANVASS RE-INSPECTION,,Medium,locid9333,4
1.13962E+13,15-10-2011,16552,17933,17138,RESTAURANT,1266,id-11235901,id_1890134,81851,LICENSE RE-INSPECTION,38,High,locid7456,4
1.8898E+13,14-05-2017,37023,4117,3914,RESTAURANT,12921,id-11235901,id_1890134,81856,CANVASS RE-INSPECTION,35,High,locid8408,5
2.90372E+13,23-02-2015,7755,4067,3868,RESTAURANT,41,id-11235901,id_1890134,81851,CANVASS,16,High,locid7233,1
4.91538E+13,03-12-2012,4319,19519,18642,RESTAURANT,13433,id-11235901,id_1890134,81850,CANVASS,33,High,locid6559,4
4.46994E+13,22-01-2012,36756,7355,7003,RESTAURANT,3363,id-11235901,id_1890134,81858,CANVASS,34,Medium,locid13177,4
3.3342E+13,17-09-2014,24968,25842,24682,RESTAURANT,2739,id-11235901,id_1890134,81887,LICENSE,,High,locid10078,5
1.05342E+13,17-12-2009,391,18133,17331,GROCERY STORE,11115,id-11235901,id_1890134,81898,SHORT FORM COMPLAINT,11,Medium,locid4424,1
2.34984E+13,29-05-2014,35392,14400,13712,RESTAURANT,17658,id-11235901,id_1890134,81856,COMPLAINT,34,High,locid9197,4
4.69892E+13,27-04-2009,5224,24107,22986,RESTAURANT,13880,id-11235901,id_1890134,81906,CANVASS,32,High,locid7410,4
1.9257E+13,31-10-2015,35812,20580,19685,GROCERY STORE,16338,id-11235901,id_1890134,81871,CANVASS,16,High,locid16701,1
1.32244E+13,25-08-2016,8959,10239,9715,RESTAURANT,1522,id-11235901,id_1890134,81902,CANVASS,32,High,locid12610,4
1.28797E+13,06-11-2013,34833,25221,24082,RESTAURANT,2617,id-11235901,id_1890134,81855,CANVASS RE-INSPECTION,18,High,locid10143,1
3.56551E+13,27-08-2017,9427,13061,12398,RESTAURANT,200,id-11235901,id_1890134,81906,COMPLAINT,3,Medium,locid6345,1
4.25786E+13,20-06-2013,7463,3477,3272,RESTAURANT,14300,id-11235901,id_1890134,81875,CANVASS,34,High,locid14573,4
4.47879E+13,15-04-2014,21458,16276,15526,GROCERY STORE,3373,id-11235901,id_1890134,81853,CANVASS,,High,locid5786,6
3.39052E+13,13-09-2018,18734,679,556,DAYCARE NIGHT,10916,id-11235901,id_1890134,81858,CANVASS,1,High,locid13931,1
3.5847E+13,17-10-2018,31406,14183,13502,RESTAURANT,12265,id-11235901,id_1890134,81885,COMPLAINT RE-INSPECTION,22,High,locid14954,5
3.26741E+13,11-08-2010,15255,14179,13497,RESTAURANT,5048,id-11235901,id_1890134,81861,LICENSE,16,High,locid5458,1
1.30886E+13,26-08-2014,476,12898,15284,RESTAURANT,12822,id-11235901,id_1890134,81885,COMPLAINT,32,Medium,locid15284,4
3.29204E+13,03-11-2014,32030,8344,7924,SCHOOL,9299,id-11235901,id_1890134,81854,CANVASS,33,High,locid4616,4
2.97664E+13,20-11-2018,33037,23542,22455,MOBILE FOOD PREPARER,5274,id-11235901,id_1890134,81853,LICENSE RE-INSPECTION,3,Medium,locid5317,1
1.67443E+13,26-11-2011,36947,5046,4812,RESTAURANT,9957,id-11235901,id_1890134,81879,COMPLAINT RE-INSPECTION,34,High,locid13322,4
4.92704E+13,15-08-2011,2722,7347,6993,RESTAURANT,3962,id-11235901,id_1890134,81905,CANVASS,33,Medium,locid15853,4
2.62767E+13,09-01-2013,7885,15414,14689,RESTAURANT,8629,id-11235901,id_1890134,81870,CANVASS,33,High,locid14795,4
4.855E+13,18-08-2010,7787,19472,18599,POPCORN SHOP,2972,id-11235901,id_1890134,81860,CANVASS,36,Medium,locid3517,4
3.59978E+13,27-01-2009,9418,680,557,RESTAURANT,12203,id-11235901,id_1890134,81870,CANVASS,30,Medium,locid14841,4
4.51243E+13,19-09-2015,37146,16492,15726,RESTAURANT,2927,id-11235901,id_1890134,81856,CANVASS,3,High,locid9171,5
4.98603E+13,06-02-2018,25127,19910,19024,RESTAURANT,9345,id-11235901,id_1890134,81879,CANVASS,3,High,locid13002,5
1.90245E+13,21-03-2015,34834,4504,4303,RESTAURANT,11106,id-11235901,id_1890134,81863,CANVASS,30,High,locid13952,4
1.97527E+13,24-04-2012,5681,2879,2697,RESTAURANT,11122,id-11235901,id_1890134,81868,CANVASS,33,High,locid5032,4
2.08236E+13,22-10-2014,865,21306,20368,GROCERY STORE,16165,id-11235901,id_1890134,81894,CANVASS,21,Medium,locid2135,5
3.66214E+13,30-01-2011,6907,8762,8305,RESTAURANT,6840,id-11235901,id_1890134,81867,CANVASS,18,High,locid8744,1
1.43084E+13,22-09-2010,14635,1244,1096,DAYCARE COMBO 1586,2831,id-11235901,id_1890134,81892,LICENSE RE-INSPECTION,18,High,locid10141,1
1.36821E+13,28-10-2018,33300,22302,21323,RESTAURANT,4287,id-11235901,id_1890134,81870,LICENSE,5,Low,locid15421,5
4.78397E+13,13-11-2014,23208,10064,9550,RESTAURANT,9,id-11235901,id_1890134,81851,CANVASS,3,High,locid7286,5
1.64007E+13,16-07-2017,35619,15640,14932,RESTAURANT,3748,id-11235901,id_1890134,81952,SHORT FORM COMPLAINT,,High,locid10348,3
3.9699E+13,31-07-2018,32924,2808,2627,RESTAURANT,7769,id-11235901,id_1890134,81851,LICENSE,,Medium,locid6736,4
3.75244E+13,03-04-2017,23649,5188,4944,CHILDREN'S SERVICES FACILITY,9277,id-11235901,id_1890134,81902,CANVASS,,High,locid13133,4
3.4221E+13,23-10-2016,23682,23731,22639,RESTAURANT,8203,id-11235901,id_1890134,81892,CANVASS RE-INSPECTION,32,High,locid10566,4
3.31292E+13,12-12-2010,14405,8709,8254,RESTAURANT,15697,id-11235901,id_1890134,81881,SHORT FORM COMPLAINT,33,High,locid2420,4
3.89496E+13,24-08-2016,19913,4794,4568,RESTAURANT,4014,id-11235901,id_1890134,81885,CANVASS,8,High,locid14877,5
2.24054E+13,20-09-2010,8457,13220,12549,RESTAURANT,17443,id-11235901,id_1890134,81856,CANVASS RE-INSPECTION,,High,locid9134,4
3.75218E+13,30-09-2012,6754,2365,2197,RESTAURANT,13901,id-11235901,id_1890134,81896,CANVASS,30,High,locid8652,4
3.75344E+13,22-10-2018,27966,2454,2285,RESTAURANT,4915,id-11235901,id_1890134,81859,CANVASS,,High,locid10858,3
2.27538E+13,30-01-2017,27062,6382,6113,RESTAURANT,4232,id-11235901,id_1890134,81861,CANVASS RE-INSPECTION,45,High,locid5684,4
3.44369E+13,31-03-2010,12093,5303,5048,RESTAURANT,4506,id-11235901,id_1890134,81855,CANVASS,38,High,locid10219,4
3.40553E+13,13-07-2017,1245,19452,18583,RESTAURANT,6801,id-11235901,id_1890134,81892,CANVASS,3,High,locid11837,5
2.25778E+13,01-04-2012,4330,4043,3839,BAKERY,6071,id-11235901,id_1890134,81859,CANVASS,30,High,locid11482,4
2.96529E+13,10-06-2013,21683,26327,16384,RESTAURANT,10633,id-11235901,id_1890134,81856,LICENSE,8,Low,locid8091,5
3.52452E+13,21-02-2012,31584,16089,15340,SCHOOL,12238,id-11235901,id_1890134,81896,CANVASS RE-INSPECTION,16,High,locid9047,5
2.39609E+13,07-08-2011,303,5289,5036,RESTAURANT,14269,id-11235901,id_1890134,81866,CANVASS,,High,locid3187,6
